id,Y
49999,0.9027348385411017
50000,0.990514254876072
50001,0.9928154249358165
50002,0.9512070742227687
50003,0.8808178859435956
50004,0.8592446481055455
50005,0.9746497369444563
50006,0.9684706468826594
50007,0.9643841187137048
50008,0.8167773148299724
50009,0.9835764277940348
50010,0.894175001656735
50011,0.9857584414704267
50012,0.9111950974379552
50013,0.954224236953199
50014,0.9528099044150243
50015,0.9889322938865674
50016,0.9526542513224465
50017,0.9075362703898171
50018,0.8135281273300937
50019,0.9630384189239741
50020,0.936134307332822
50021,0.963931644153551
50022,0.9876857474534211
50023,0.9841228346703035
50024,0.9768177957399677
50025,0.9809241030765093
50026,0.9093711187805483
50027,0.9927951076182192
50028,0.9867402880700243
50029,0.8106037935171821
50030,0.8347027653723313
50031,0.9626752010366253
50032,0.9662425333339142
50033,0.997326697814741
50034,0.9175165459216212
50035,0.9912824277030472
50036,0.9566269973094766
50037,0.9869017454724982
50038,0.9872111724567049
50039,0.9689221086179282
50040,0.8830767387195207
50041,0.9626034120075754
50042,0.8134527646312584
50043,0.8708526261878683
50044,0.9806699973098592
50045,0.9828012224816922
50046,0.9914399267219405
50047,0.9698249519370093
50048,0.9627884697274331
50049,0.9765248122060022
50050,0.9894011877232289
50051,0.8304081457894071
50052,0.9821876123699621
50053,0.9736133151731405
50054,0.9381907782959135
50055,0.9682363603023583
50056,0.974978397688829
50057,0.8623996462547844
50058,0.9598895858984431
50059,0.9994364098102261
50060,0.9810723269683705
50061,0.9899895942050764
50062,0.9526210298804176
50063,0.9800003238579643
50064,0.9429309772314364
50065,0.7477283211338427
50066,0.9402454778623983
50067,0.9055659623003222
50068,0.9726839102223691
50069,0.9768876478943599
50070,0.9347596334031423
50071,0.8254929991534848
50072,0.9783030542279237
50073,0.9838002598188552
50074,0.9104820202127388
50075,0.9406925478416834
50076,0.983381468248949
50077,0.988672311139781
50078,0.994824871691474
50079,0.8838700374562211
50080,0.9467098963837399
50081,0.6695034172855387
50082,0.9651334967215777
50083,0.9484384615310439
50084,0.8748996615322685
50085,0.9798253415231667
50086,0.9941316003401129
50087,0.8693195658437823
50088,0.7439191204188658
50089,0.9938707416616044
50090,0.8487719318854423
50091,0.45176055164201645
50092,0.9136501215506421
50093,0.9658760324134139
50094,0.9685058090648849
50095,0.9588749867245974
50096,0.9772522498308024
50097,0.9829369604733633
50098,0.9956764990562522
50099,0.9856253231292877
50100,0.6841687066482514
50101,0.9763466035393136
50102,0.9829680976697658
50103,0.9484055481122008
50104,0.9591160013037595
50105,0.9233892895515319
50106,0.858893376636845
50107,0.9748869861758933
50108,0.8378457860292687
50109,0.9881126192637114
50110,0.8788470499093028
50111,0.8746947660709353
50112,0.9885145817015477
50113,0.9644140559415316
50114,0.9869124902448978
50115,0.9838209922584332
50116,0.9653194571895718
50117,0.9912045443298765
50118,0.9505833704468635
50119,0.961079716557313
50120,0.9112606917421835
50121,0.9759925217151368
50122,0.9882075162568983
50123,0.867766493755589
50124,0.9248694501806879
50125,0.9702183618521646
50126,0.9336063626784532
50127,0.981053773707727
50128,0.9617072141614744
50129,0.8803660173497874
50130,0.9856555751547271
50131,0.995577105844718
50132,0.9212949407096125
50133,0.9798688444908781
50134,0.9984048123171512
50135,0.9702563427554122
50136,0.9757574947464231
50137,0.9990390701467974
50138,0.9722456162859627
50139,0.9832517671594306
50140,0.9475646731312846
50141,0.9852108882594416
50142,0.9775339616353232
50143,0.964466513251687
50144,0.932034211075595
50145,0.9459359938159654
50146,0.9620417678407219
50147,0.9973669002195796
50148,0.5017194565351853
50149,0.9894390449908285
50150,0.9894426495703472
50151,0.7477066631315158
50152,0.9642132356553074
50153,0.9792394949484546
50154,0.9952339711862201
50155,0.9943095106706431
50156,0.7631255762072419
50157,0.9426100269353842
50158,0.9939529115733067
50159,0.7591163934745143
50160,0.8210575986070301
50161,0.9681456133860975
50162,0.9627179137881531
50163,0.8905208797494464
50164,0.9992936746174305
50165,0.9579640412326997
50166,0.8380939108856668
50167,0.9927529934445132
50168,0.9639652424577506
50169,0.8454536649744397
50170,0.948927357589756
50171,0.9912548275206395
50172,0.9856422464603507
50173,0.968713928423821
50174,0.9137095151896106
50175,0.9608733000610145
50176,0.978842779366188
50177,0.9745353826585221
50178,0.9841071242821634
50179,0.6591594346153739
50180,0.9888152669615107
50181,0.9118153786597225
50182,0.980969175261291
50183,0.8402676208675898
50184,0.9821954900532389
50185,0.9560004979509379
50186,0.9007622315199674
50187,0.9667283850030691
50188,0.7485860389982105
50189,0.9967402285269795
50190,0.8648780490593134
50191,0.9893309167336722
50192,0.9991531728142208
50193,0.912183666940789
50194,0.9951341345992943
50195,0.8459452440143387
50196,0.8671766986985526
50197,0.9702273776725309
50198,0.9986261053312463
50199,0.8270567732365869
50200,0.7433777195210942
50201,0.956771056149563
50202,0.932691920781376
50203,0.9694018484362206
50204,0.8882096373009603
50205,0.9769095795480877
50206,0.9882424798979622
50207,0.9738038260333104
50208,0.9995969683955146
50209,0.7950372059302718
50210,0.9520884125610782
50211,0.9761579076139665
50212,0.8718035087151123
50213,0.9849691805357232
50214,0.972995279687241
50215,0.888932882445067
50216,0.9865952742437258
50217,0.9844900769518371
50218,0.9736066070428937
50219,0.9922898763139029
50220,0.8898599651333399
50221,0.9685202265329059
50222,0.842252615076734
50223,0.9877183645217132
50224,0.9756413728111539
50225,0.8911014525953952
50226,0.7712576529229257
50227,0.9872265238980221
50228,0.9769532326317488
50229,0.9894337043603575
50230,0.991569765179059
50231,0.9879984735602515
50232,0.985291724810344
50233,0.9752078180086566
50234,0.9155425428481474
50235,0.866544401925265
50236,0.97455642032364
50237,0.943113437070651
50238,0.9935835403206495
50239,0.7950544806171401
50240,0.9889496119024779
50241,0.9727595147263347
50242,0.9878010529798098
50243,0.9961922860169982
50244,0.9637146013675073
50245,0.9357870447365091
50246,0.9916461990541292
50247,0.8315562737651803
50248,0.9856281429945565
50249,0.932725772370094
50250,0.9779872274563587
50251,0.9685011456421788
50252,0.9988513194197979
50253,0.994066777938969
50254,0.9899108474553956
50255,0.9144566973392635
50256,0.9869203167240383
50257,0.9801576884799844
50258,0.9767104150370429
50259,0.8300637627418146
50260,0.8362861452647711
50261,0.9779765478837582
50262,0.9365434322824374
50263,0.9489049635985007
50264,0.9759384563653474
50265,0.9934223245402733
50266,0.9908791249864976
50267,0.9898317119803289
50268,0.9952290043804219
50269,0.8199149529585535
50270,0.943184863847151
50271,0.9929852017059883
50272,0.9732644869204758
50273,0.6656381644479122
50274,0.9735525627702968
50275,0.9326096926378492
50276,0.9923059257258783
50277,0.8521709668439859
50278,0.4788899074190424
50279,0.9826843514385553
50280,0.9697291525637184
50281,0.982785049636585
50282,0.8914211421094306
50283,0.8913401655041897
