id,Y
49999,0.18510015308856964
50000,0.0058059245347976685
50001,0.005829159636050463
50002,0.03349922597408295
50003,0.05274149402976036
50004,0.16927622258663177
50005,0.09402219951152802
50006,0.021550465375185013
50007,0.01760115660727024
50008,0.12349998205900192
50009,0.015394882299005985
50010,0.05622544139623642
50011,0.00996244978159666
50012,0.08952053636312485
50013,0.019446397200226784
50014,0.02362992987036705
50015,0.008168787695467472
50016,0.08632750064134598
50017,0.0423225499689579
50018,0.10001696646213531
50019,0.03423502296209335
50020,0.09710212051868439
50021,0.023248804733157158
50022,0.012935765087604523
50023,0.03298991173505783
50024,0.020888691768050194
50025,0.01697727106511593
50026,0.0811513289809227
50027,0.012097381986677647
50028,0.013496332801878452
50029,0.14333577454090118
50030,0.1286291629076004
50031,0.020431827753782272
50032,0.01444784551858902
50033,0.007137714885175228
50034,0.062411725521087646
50035,0.010378529317677021
50036,0.03274087607860565
50037,0.05677725747227669
50038,0.015328527428209782
50039,0.022425884380936623
50040,0.0935487151145935
50041,0.016110196709632874
50042,0.12749959528446198
50043,0.06475865840911865
50044,0.015580648556351662
50045,0.006182515993714333
50046,0.003951541148126125
50047,0.15052418410778046
50048,0.011024878360331059
50049,0.027928601950407028
50050,0.012228540144860744
50051,0.2372378706932068
50052,0.008136834017932415
50053,0.021428069099783897
50054,0.04440530389547348
50055,0.03483588993549347
50056,0.00881762895733118
50057,0.11512690782546997
50058,0.05685777589678764
50059,0.004028218798339367
50060,0.00637332908809185
50061,0.010867827571928501
50062,0.02254156395792961
50063,0.01466499175876379
50064,0.038205280900001526
50065,0.15541985630989075
50066,0.02063840627670288
50067,0.09931089729070663
50068,0.006387125235050917
50069,0.012714672833681107
50070,0.047253694385290146
50071,0.10878972709178925
50072,0.013659744523465633
50073,0.01634863018989563
50074,0.025354282930493355
50075,0.03475715219974518
50076,0.007505862042307854
50077,0.0063204532489180565
50078,0.0033173360861837864
50079,0.06720530986785889
50080,0.02664380520582199
50081,0.29950112104415894
50082,0.10245534032583237
50083,0.011211438104510307
50084,0.07380884885787964
50085,0.009103428572416306
50086,0.005003644619137049
50087,0.15755406022071838
50088,0.2723373770713806
50089,0.004637483507394791
50090,0.24265380203723907
50091,0.5784686207771301
50092,0.055722471326589584
50093,0.0110606849193573
50094,0.02204422652721405
50095,0.010641125030815601
50096,0.0063294917345047
50097,0.015395584516227245
50098,0.005891610402613878
50099,0.020135637372732162
50100,0.23886632919311523
50101,0.09107518941164017
50102,0.009918908588588238
50103,0.05141584575176239
50104,0.05226505920290947
50105,0.05375998467206955
50106,0.17623759806156158
50107,0.01642240770161152
50108,0.36373892426490784
50109,0.008267761208117008
50110,0.07454914599657059
50111,0.1874815821647644
50112,0.012840294279158115
50113,0.09005225449800491
50114,0.008463039062917233
50115,0.008764734491705894
50116,0.025841988623142242
50117,0.009179800748825073
50118,0.0498628094792366
50119,0.035532146692276
50120,0.052922673523426056
50121,0.014603231102228165
50122,0.008721071295440197
50123,0.09342329949140549
50124,0.02698518894612789
50125,0.014759986661374569
50126,0.05511319264769554
50127,0.04908404126763344
50128,0.02084479108452797
50129,0.08718857914209366
50130,0.011437640525400639
50131,0.00566329900175333
50132,0.05259482190012932
50133,0.01029384694993496
50134,0.021082405000925064
50135,0.020018303766846657
50136,0.05046536400914192
50137,0.0018617927562445402
50138,0.00885092280805111
50139,0.010149847716093063
50140,0.029071848839521408
50141,0.015295837074518204
50142,0.00553113454952836
50143,0.024897262454032898
50144,0.05505751073360443
50145,0.05467304214835167
50146,0.020280558615922928
50147,0.0033205163199454546
50148,0.3916454017162323
50149,0.05633070319890976
50150,0.008102815598249435
50151,0.40796542167663574
50152,0.08098865300416946
50153,0.011444075033068657
50154,0.006303863134235144
50155,0.011136255227029324
50156,0.28525295853614807
50157,0.032250382006168365
50158,0.005044305697083473
50159,0.22199919819831848
50160,0.13507403433322906
50161,0.036808937788009644
50162,0.02199634350836277
50163,0.05940379947423935
50164,0.004243712406605482
50165,0.01472668256610632
50166,0.10873352736234665
50167,0.00942790973931551
50168,0.021051783114671707
50169,0.07722938805818558
50170,0.036029472947120667
